Date,Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Wed Mar 10 1999,Charlotte Hornets,70,Philadelphia 76ers,85,Box Score,,14590,
Wed Mar 10 1999,Cleveland Cavaliers,86,Phoenix Suns,73,Box Score,,18567,
Wed Mar 10 1999,Orlando Magic,79,San Antonio Spurs,81,Box Score,,17954,
Wed Mar 10 1999,Detroit Pistons,87,Washington Wizards,97,Box Score,,16316,
Thu Mar 11 1999,Boston Celtics,85,Atlanta Hawks,99,Box Score,,8518,at Atlanta GA (Alexander Memorial Coliseum at McDonald's Center)
Thu Mar 11 1999,Seattle SuperSonics,92,Chicago Bulls,83,Box Score,,22391,
Thu Mar 11 1999,Orlando Magic,76,Dallas Mavericks,93,Box Score,,14553,
Thu Mar 11 1999,Minnesota Timberwolves,82,Golden State Warriors,89,Box Score,,11150,
Thu Mar 11 1999,Vancouver Grizzlies,91,Houston Rockets,102,Box Score,,16285,
Thu Mar 11 1999,Sacramento Kings,92,Los Angeles Clippers,106,Box Score,,7884,
Thu Mar 11 1999,Toronto Raptors,73,Miami Heat,83,Box Score,,14911,
Thu Mar 11 1999,Washington Wizards,86,New York Knicks,98,Box Score,,19763,
Thu Mar 11 1999,Denver Nuggets,89,Utah Jazz,94,Box Score,,19911,
Fri Mar 12 1999,New York Knicks,63,Chicago Bulls,76,Box Score,,23079,
Fri Mar 12 1999,Boston Celtics,83,Detroit Pistons,93,Box Score,,19644,
Fri Mar 12 1999,Milwaukee Bucks,104,Indiana Pacers,109,Box Score,,16580,
Fri Mar 12 1999,Golden State Warriors,78,Los Angeles Lakers,89,Box Score,,17505,
Fri Mar 12 1999,New Jersey Nets,93,Philadelphia 76ers,100,Box Score,OT,19818,
Fri Mar 12 1999,San Antonio Spurs,99,Phoenix Suns,97,Box Score,,19023,
Fri Mar 12 1999,Utah Jazz,91,Portland Trail Blazers,77,Box Score,,20668,
Fri Mar 12 1999,Minnesota Timberwolves,101,Sacramento Kings,95,Box Score,,17317,
Fri Mar 12 1999,Charlotte Hornets,92,Washington Wizards,83,Box Score,,16343,
Sat Mar 13 1999,Toronto Raptors,75,Atlanta Hawks,86,Box Score,,8456,at Atlanta GA (Alexander Memorial Coliseum at McDonald's Center)
Sat Mar 13 1999,Vancouver Grizzlies,74,Dallas Mavericks,91,Box Score,,14184,
Sat Mar 13 1999,Orlando Magic,87,Golden State Warriors,74,Box Score,,14177,
Sat Mar 13 1999,Cleveland Cavaliers,89,Houston Rockets,100,Box Score,,16285,
Sat Mar 13 1999,Portland Trail Blazers,106,Los Angeles Clippers,96,Box Score,OT,9484,
Sat Mar 13 1999,Denver Nuggets,61,San Antonio Spurs,92,Box Score,,32982,
Sat Mar 13 1999,Minnesota Timberwolves,72,Utah Jazz,99,Box Score,,19911,
Sun Mar 14 1999,Atlanta Hawks,85,Detroit Pistons,72,Box Score,,14834,
Sun Mar 14 1999,Boston Celtics,96,Indiana Pacers,99,Box Score,,16664,
Sun Mar 14 1999,New Jersey Nets,76,Miami Heat,102,Box Score,,15036,
Sun Mar 14 1999,Charlotte Hornets,86,New York Knicks,94,Box Score,,19763,
Sun Mar 14 1999,Houston Rockets,90,Phoenix Suns,104,Box Score,,19023,
Sun Mar 14 1999,Los Angeles Lakers,101,Sacramento Kings,105,Box Score,,17317,
Sun Mar 14 1999,Los Angeles Clippers,89,Seattle SuperSonics,108,Box Score,,17072,
Sun Mar 14 1999,Milwaukee Bucks,86,Washington Wizards,98,Box Score,,14353,
Mon Mar 15 1999,Cleveland Cavaliers,89,Chicago Bulls,85,Box Score,OT,22456,
Mon Mar 15 1999,Portland Trail Blazers,106,Dallas Mavericks,91,Box Score,,14046,
Mon Mar 15 1999,Vancouver Grizzlies,84,Denver Nuggets,110,Box Score,,8251,
Mon Mar 15 1999,Sacramento Kings,111,Golden State Warriors,105,Box Score,,15084,
Mon Mar 15 1999,New York Knicks,108,Milwaukee Bucks,102,Box Score,,14738,
Mon Mar 15 1999,Utah Jazz,90,Minnesota Timberwolves,83,Box Score,,18447,
Mon Mar 15 1999,Philadelphia 76ers,73,Orlando Magic,74,Box Score,,16555,
Mon Mar 15 1999,Charlotte Hornets,82,Toronto Raptors,89,Box Score,,15329,
Tue Mar 16 1999,Detroit Pistons,82,Cleveland Cavaliers,86,Box Score,,12928,
Tue Mar 16 1999,Portland Trail Blazers,93,Houston Rockets,101,Box Score,,16285,
Tue Mar 16 1999,Atlanta Hawks,85,Indiana Pacers,79,Box Score,,15848,
Tue Mar 16 1999,Washington Wizards,85,Miami Heat,94,Box Score,,15200,
Tue Mar 16 1999,Phoenix Suns,110,Milwaukee Bucks,92,Box Score,,13316,
Tue Mar 16 1999,Los Angeles Lakers,107,Minnesota Timberwolves,101,Box Score,,19006,
Tue Mar 16 1999,Los Angeles Clippers,89,New York Knicks,113,Box Score,,19763,
Tue Mar 16 1999,San Antonio Spurs,121,Sacramento Kings,109,Box Score,,14570,
Tue Mar 16 1999,Vancouver Grizzlies,85,Seattle SuperSonics,87,Box Score,,17072,
Tue Mar 16 1999,New Jersey Nets,85,Toronto Raptors,100,Box Score,,15731,
Wed Mar 17 1999,Miami Heat,86,Atlanta Hawks,85,Box Score,,16117,
Wed Mar 17 1999,Los Angeles Clippers,84,Boston Celtics,118,Box Score,,18263,
Wed Mar 17 1999,Phoenix Suns,111,Charlotte Hornets,119,Box Score,,17837,
Wed Mar 17 1999,Houston Rockets,114,Denver Nuggets,109,Box Score,,14217,
Wed Mar 17 1999,Toronto Raptors,103,Detroit Pistons,101,Box Score,,14981,
Wed Mar 17 1999,San Antonio Spurs,82,Golden State Warriors,78,Box Score,,10257,
Wed Mar 17 1999,Dallas Mavericks,87,New Jersey Nets,88,Box Score,,14976,
Wed Mar 17 1999,Chicago Bulls,94,Orlando Magic,103,Box Score,,15823,
Wed Mar 17 1999,Indiana Pacers,110,Philadelphia 76ers,114,Box Score,,16588,
Thu Mar 18 1999,New Jersey Nets,95,Chicago Bulls,104,Box Score,,22211,
Thu Mar 18 1999,Los Angeles Lakers,93,Cleveland Cavaliers,100,Box Score,,20562,
Thu Mar 18 1999,Boston Celtics,83,Milwaukee Bucks,99,Box Score,,13724,
Thu Mar 18 1999,Orlando Magic,86,New York Knicks,78,Box Score,,19763,
Thu Mar 18 1999,Portland Trail Blazers,88,Sacramento Kings,78,Box Score,,14397,
Thu Mar 18 1999,Minnesota Timberwolves,81,Vancouver Grizzlies,86,Box Score,,17466,
Thu Mar 18 1999,Utah Jazz,95,Washington Wizards,87,Box Score,,16121,
Fri Mar 19 1999,Phoenix Suns,85,Atlanta Hawks,93,Box Score,,17190,
Fri Mar 19 1999,Utah Jazz,82,Charlotte Hornets,83,Box Score,OT,22989,
Fri Mar 19 1999,Minnesota Timberwolves,105,Denver Nuggets,101,Box Score,,14219,
Fri Mar 19 1999,Dallas Mavericks,87,Detroit Pistons,94,Box Score,,18152,
Fri Mar 19 1999,Seattle SuperSonics,78,Golden State Warriors,90,Box Score,,15253,
Fri Mar 19 1999,Chicago Bulls,87,Indiana Pacers,96,Box Score,,16570,
Fri Mar 19 1999,Los Angeles Lakers,90,Philadelphia 76ers,105,Box Score,,20644,
Fri Mar 19 1999,San Antonio Spurs,85,Portland Trail Blazers,90,Box Score,,20041,
Fri Mar 19 1999,Los Angeles Clippers,82,Toronto Raptors,93,Box Score,,18839,
Sat Mar 20 1999,Milwaukee Bucks,83,Atlanta Hawks,77,Box Score,,12225,
Sat Mar 20 1999,Sacramento Kings,90,Dallas Mavericks,104,Box Score,,16161,
Sat Mar 20 1999,Phoenix Suns,93,Houston Rockets,103,Box Score,OT,16285,
Sat Mar 20 1999,Indiana Pacers,94,Miami Heat,89,Box Score,,15200,
Sat Mar 20 1999,Boston Celtics,78,New York Knicks,96,Box Score,,19763,
Sat Mar 20 1999,San Antonio Spurs,92,Vancouver Grizzlies,88,Box Score,OT,19193,
Sat Mar 20 1999,Cleveland Cavaliers,83,Washington Wizards,113,Box Score,,19209,
Sun Mar 21 1999,Chicago Bulls,95,Boston Celtics,92,Box Score,OT,18624,
Sun Mar 21 1999,New Jersey Nets,85,Cleveland Cavaliers,88,Box Score,,13806,
Sun Mar 21 1999,Seattle SuperSonics,98,Denver Nuggets,102,Box Score,,10221,
Sun Mar 21 1999,Utah Jazz,101,Detroit Pistons,104,Box Score,OT,19098,
Sun Mar 21 1999,Charlotte Hornets,94,Milwaukee Bucks,87,Box Score,,13974,
Sun Mar 21 1999,Los Angeles Clippers,100,Minnesota Timberwolves,85,Box Score,,15371,
Sun Mar 21 1999,Los Angeles Lakers,115,Orlando Magic,104,Box Score,,17248,
Sun Mar 21 1999,Philadelphia 76ers,75,Portland Trail Blazers,91,Box Score,,19980,
Sun Mar 21 1999,New York Knicks,81,Toronto Raptors,85,Box Score,OT,19266,
Mon Mar 22 1999,Los Angeles Lakers,96,Dallas Mavericks,93,Box Score,,18121,
Mon Mar 22 1999,Sacramento Kings,100,Houston Rockets,110,Box Score,,16285,
Mon Mar 22 1999,Washington Wizards,86,Indiana Pacers,90,Box Score,,15386,
Mon Mar 22 1999,Detroit Pistons,86,Milwaukee Bucks,115,Box Score,,13187,
Mon Mar 22 1999,Toronto Raptors,87,New Jersey Nets,106,Box Score,,14697,
Mon Mar 22 1999,Atlanta Hawks,80,New York Knicks,71,Box Score,,19763,
Mon Mar 22 1999,Vancouver Grizzlies,84,Phoenix Suns,89,Box Score,,18855,
Mon Mar 22 1999,Philadelphia 76ers,76,Seattle SuperSonics,92,Box Score,,17072,
Tue Mar 23 1999,Toronto Raptors,113,Chicago Bulls,90,Box Score,,22236,
Tue Mar 23 1999,Boston Celtics,86,Cleveland Cavaliers,113,Box Score,,15810,
Tue Mar 23 1999,Charlotte Hornets,78,Orlando Magic,86,Box Score,,16405,
Tue Mar 23 1999,Golden State Warriors,72,Portland Trail Blazers,79,Box Score,,18731,
Tue Mar 23 1999,Denver Nuggets,82,San Antonio Spurs,112,Box Score,,16501,
Tue Mar 23 1999,Miami Heat,81,Utah Jazz,84,Box Score,,19911,
Wed Mar 24 1999,Indiana Pacers,102,Atlanta Hawks,103,Box Score,,12612,
Wed Mar 24 1999,Minnesota Timberwolves,87,Boston Celtics,68,Box Score,,18128,
Wed Mar 24 1999,Chicago Bulls,81,Charlotte Hornets,110,Box Score,,17857,
Wed Mar 24 1999,Houston Rockets,88,Dallas Mavericks,78,Box Score,,15111,
Wed Mar 24 1999,Golden State Warriors,92,Los Angeles Clippers,80,Box Score,,6180,
Wed Mar 24 1999,Phoenix Suns,106,Los Angeles Lakers,101,Box Score,,17505,
Wed Mar 24 1999,Miami Heat,84,Milwaukee Bucks,76,Box Score,,17126,
Wed Mar 24 1999,Detroit Pistons,84,New Jersey Nets,71,Box Score,,16896,
Wed Mar 24 1999,New York Knicks,91,Sacramento Kings,92,Box Score,,17023,
Wed Mar 24 1999,Washington Wizards,96,Seattle SuperSonics,92,Box Score,,17072,
Wed Mar 24 1999,Philadelphia 76ers,95,Vancouver Grizzlies,90,Box Score,OT,16615,
Thu Mar 25 1999,San Antonio Spurs,86,Denver Nuggets,65,Box Score,,10695,
Thu Mar 25 1999,Toronto Raptors,104,Houston Rockets,113,Box Score,,16285,
Thu Mar 25 1999,Cleveland Cavaliers,86,Orlando Magic,96,Box Score,,15578,
Thu Mar 25 1999,Phoenix Suns,84,Portland Trail Blazers,97,Box Score,,20328,
Fri Mar 26 1999,Chicago Bulls,81,Atlanta Hawks,93,Box Score,,10878,
Fri Mar 26 1999,Orlando Magic,82,Charlotte Hornets,90,Box Score,,21698,
Fri Mar 26 1999,Denver Nuggets,79,Dallas Mavericks,98,Box Score,,13096,
Fri Mar 26 1999,Milwaukee Bucks,85,Detroit Pistons,90,Box Score,,18873,
Fri Mar 26 1999,Washington Wizards,96,Golden State Warriors,100,Box Score,,12025,
Fri Mar 26 1999,Sacramento Kings,111,Los Angeles Lakers,109,Box Score,,17505,
Fri Mar 26 1999,Miami Heat,93,Minnesota Timberwolves,100,Box Score,,19006,
Fri Mar 26 1999,Indiana Pacers,100,New Jersey Nets,91,Box Score,,18732,
Fri Mar 26 1999,Boston Celtics,90,Philadelphia 76ers,84,Box Score,,20627,
Fri Mar 26 1999,New York Knicks,94,Phoenix Suns,87,Box Score,,19023,
Fri Mar 26 1999,Toronto Raptors,93,San Antonio Spurs,91,Box Score,,16290,
Fri Mar 26 1999,Los Angeles Clippers,98,Seattle SuperSonics,104,Box Score,,17072,
Fri Mar 26 1999,Utah Jazz,85,Vancouver Grizzlies,80,Box Score,,19193,
Sat Mar 27 1999,Philadelphia 76ers,99,Atlanta Hawks,103,Box Score,OT,21823,
Sat Mar 27 1999,Washington Wizards,112,Denver Nuggets,100,Box Score,,10987,
Sat Mar 27 1999,Houston Rockets,87,Golden State Warriors,86,Box Score,,18256,
Sat Mar 27 1999,Utah Jazz,77,Los Angeles Clippers,103,Box Score,,14293,at Anaheim CA
Sat Mar 27 1999,Cleveland Cavaliers,109,New Jersey Nets,99,Box Score,,18541,
Sat Mar 27 1999,Dallas Mavericks,77,San Antonio Spurs,99,Box Score,,25921,
Sun Mar 28 1999,Indiana Pacers,101,Boston Celtics,93,Box Score,,18624,
Sun Mar 28 1999,Cleveland Cavaliers,84,Charlotte Hornets,105,Box Score,,18490,
Sun Mar 28 1999,Seattle SuperSonics,87,Detroit Pistons,104,Box Score,,16626,
Sun Mar 28 1999,New York Knicks,91,Los Angeles Lakers,99,Box Score,,17505,
Sun Mar 28 1999,Milwaukee Bucks,94,Minnesota Timberwolves,85,Box Score,,18449,
Sun Mar 28 1999,Miami Heat,87,Orlando Magic,94,Box Score,,17248,
Sun Mar 28 1999,Portland Trail Blazers,88,Phoenix Suns,86,Box Score,,19023,
Sun Mar 28 1999,Houston Rockets,107,Sacramento Kings,93,Box Score,,17317,
Sun Mar 28 1999,Chicago Bulls,78,Toronto Raptors,91,Box Score,,18461,
Mon Mar 29 1999,Seattle SuperSonics,109,Dallas Mavericks,101,Box Score,,13311,
Mon Mar 29 1999,Los Angeles Clippers,88,Denver Nuggets,100,Box Score,,7829,
Mon Mar 29 1999,Atlanta Hawks,83,Indiana Pacers,82,Box Score,,16669,
Mon Mar 29 1999,Vancouver Grizzlies,98,Los Angeles Lakers,116,Box Score,,17312,
Tue Mar 30 1999,Detroit Pistons,93,Atlanta Hawks,77,Box Score,,14764,
Tue Mar 30 1999,Boston Celtics,109,Charlotte Hornets,99,Box Score,,18102,
Tue Mar 30 1999,Philadelphia 76ers,81,Chicago Bulls,91,Box Score,,22209,
Tue Mar 30 1999,Toronto Raptors,101,Cleveland Cavaliers,91,Box Score,,14209,
Tue Mar 30 1999,Portland Trail Blazers,90,Golden State Warriors,93,Box Score,,12670,
Tue Mar 30 1999,Houston Rockets,104,Los Angeles Clippers,95,Box Score,,9188,
Tue Mar 30 1999,Washington Wizards,105,Milwaukee Bucks,107,Box Score,,15196,
Tue Mar 30 1999,Dallas Mavericks,78,Minnesota Timberwolves,98,Box Score,,15609,
Tue Mar 30 1999,Indiana Pacers,93,New York Knicks,94,Box Score,,19763,
Tue Mar 30 1999,New Jersey Nets,98,Orlando Magic,100,Box Score,,16226,
Tue Mar 30 1999,Utah Jazz,101,Sacramento Kings,104,Box Score,OT,17317,
Tue Mar 30 1999,Seattle SuperSonics,87,San Antonio Spurs,95,Box Score,,16565,
Tue Mar 30 1999,Denver Nuggets,87,Vancouver Grizzlies,101,Box Score,,15018,
Wed Mar 31 1999,Detroit Pistons,87,Boston Celtics,72,Box Score,,16915,
Wed Mar 31 1999,Milwaukee Bucks,102,Charlotte Hornets,94,Box Score,,17552,
Wed Mar 31 1999,Golden State Warriors,78,Phoenix Suns,93,Box Score,,18674,
Wed Mar 31 1999,Sacramento Kings,86,Portland Trail Blazers,100,Box Score,,18468,
Wed Mar 31 1999,Orlando Magic,73,Washington Wizards,84,Box Score,,20674,
Thu Apr 1 1999,Los Angeles Clippers,84,Dallas Mavericks,93,Box Score,,13336,
Thu Apr 1 1999,Seattle SuperSonics,110,Denver Nuggets,113,Box Score,,10701,
Thu Apr 1 1999,Chicago Bulls,75,Detroit Pistons,107,Box Score,,17583,
Thu Apr 1 1999,Philadelphia 76ers,88,Miami Heat,84,Box Score,,15200,
Thu Apr 1 1999,Atlanta Hawks,85,New Jersey Nets,90,Box Score,,14348,
Thu Apr 1 1999,Cleveland Cavaliers,74,New York Knicks,78,Box Score,,19763,
Thu Apr 1 1999,Vancouver Grizzlies,91,San Antonio Spurs,103,Box Score,,16384,
Thu Apr 1 1999,Indiana Pacers,87,Toronto Raptors,88,Box Score,,18666,
Thu Apr 1 1999,Houston Rockets,87,Utah Jazz,88,Box Score,,19911,
Fri Apr 2 1999,Vancouver Grizzlies,81,Atlanta Hawks,84,Box Score,,8748,at Atlanta GA (Alexander Memorial Coliseum at McDonald's Center)
Fri Apr 2 1999,Milwaukee Bucks,84,Boston Celtics,83,Box Score,,18128,
Fri Apr 2 1999,Indiana Pacers,87,Charlotte Hornets,81,Box Score,,21649,
Fri Apr 2 1999,Orlando Magic,115,Chicago Bulls,68,Box Score,,22517,
Fri Apr 2 1999,Utah Jazz,92,Golden State Warriors,85,Box Score,,18423,
Fri Apr 2 1999,Denver Nuggets,88,Minnesota Timberwolves,107,Box Score,,15979,
Fri Apr 2 1999,Cleveland Cavaliers,85,Philadelphia 76ers,80,Box Score,,18126,
Fri Apr 2 1999,Los Angeles Lakers,91,Phoenix Suns,90,Box Score,,19023,
Fri Apr 2 1999,Seattle SuperSonics,95,Portland Trail Blazers,107,Box Score,,20341,
Sat Apr 3 1999,Orlando Magic,92,Detroit Pistons,77,Box Score,,22076,
Sat Apr 3 1999,Golden State Warriors,81,Los Angeles Lakers,76,Box Score,,17505,
Sat Apr 3 1999,Sacramento Kings,96,Minnesota Timberwolves,105,Box Score,,17011,
Sat Apr 3 1999,Miami Heat,77,New Jersey Nets,88,Box Score,,18114,
Sat Apr 3 1999,Phoenix Suns,93,Portland Trail Blazers,98,Box Score,,20056,
Sat Apr 3 1999,Los Angeles Clippers,82,San Antonio Spurs,103,Box Score,,17915,
Sat Apr 3 1999,Washington Wizards,85,Toronto Raptors,87,Box Score,,18929,
Sun Apr 4 1999,Charlotte Hornets,83,Atlanta Hawks,85,Box Score,,7149,at Atlanta GA (Alexander Memorial Coliseum at McDonald's Center)
Sun Apr 4 1999,New Jersey Nets,91,Boston Celtics,79,Box Score,,16339,
Sun Apr 4 1999,Vancouver Grizzlies,87,Chicago Bulls,88,Box Score,,22198,
Sun Apr 4 1999,Milwaukee Bucks,74,Cleveland Cavaliers,98,Box Score,,12041,
Sun Apr 4 1999,Los Angeles Clippers,80,Denver Nuggets,82,Box Score,,8404,
Sun Apr 4 1999,New York Knicks,95,Indiana Pacers,108,Box Score,,16731,
Sun Apr 4 1999,Houston Rockets,84,Seattle SuperSonics,101,Box Score,,17072,
Sun Apr 4 1999,Philadelphia 76ers,82,Toronto Raptors,97,Box Score,,18462,
Sun Apr 4 1999,Miami Heat,90,Washington Wizards,79,Box Score,,14951,
Mon Apr 5 1999,Atlanta Hawks,77,Charlotte Hornets,71,Box Score,,17927,
Mon Apr 5 1999,Indiana Pacers,88,Detroit Pistons,86,Box Score,,19642,
Mon Apr 5 1999,Denver Nuggets,104,Los Angeles Lakers,117,Box Score,,17505,
Mon Apr 5 1999,Dallas Mavericks,93,Minnesota Timberwolves,100,Box Score,,14107,
Mon Apr 5 1999,Boston Celtics,99,Orlando Magic,106,Box Score,,17248,
Mon Apr 5 1999,Golden State Warriors,86,San Antonio Spurs,93,Box Score,,14773,
Tue Apr 6 1999,Chicago Bulls,89,Cleveland Cavaliers,96,Box Score,,14739,
Tue Apr 6 1999,Golden State Warriors,74,Houston Rockets,111,Box Score,,16285,
Tue Apr 6 1999,Phoenix Suns,88,Los Angeles Clippers,83,Box Score,,6450,
Tue Apr 6 1999,Utah Jazz,106,Los Angeles Lakers,93,Box Score,,17505,
Tue Apr 6 1999,Orlando Magic,81,New York Knicks,72,Box Score,,19763,
Tue Apr 6 1999,Milwaukee Bucks,87,Philadelphia 76ers,95,Box Score,,16055,
Tue Apr 6 1999,Vancouver Grizzlies,89,Portland Trail Blazers,98,Box Score,,18105,
Tue Apr 6 1999,Sacramento Kings,112,Seattle SuperSonics,106,Box Score,OT,17072,
Tue Apr 6 1999,Miami Heat,92,Toronto Raptors,70,Box Score,,19209,
Tue Apr 6 1999,New Jersey Nets,97,Washington Wizards,93,Box Score,,13101,
Wed Apr 7 1999,Washington Wizards,87,Boston Celtics,108,Box Score,,15901,
Wed Apr 7 1999,New York Knicks,82,Charlotte Hornets,106,Box Score,,19810,
Wed Apr 7 1999,Indiana Pacers,91,Chicago Bulls,74,Box Score,,22484,
Wed Apr 7 1999,Atlanta Hawks,82,Detroit Pistons,89,Box Score,,16568,
Wed Apr 7 1999,Dallas Mavericks,87,Miami Heat,93,Box Score,,15200,
Wed Apr 7 1999,Cleveland Cavaliers,91,Milwaukee Bucks,99,Box Score,,16809,
Wed Apr 7 1999,Philadelphia 76ers,96,New Jersey Nets,92,Box Score,,16041,
Wed Apr 7 1999,Minnesota Timberwolves,82,Phoenix Suns,90,Box Score,,19023,
Wed Apr 7 1999,Los Angeles Lakers,104,Sacramento Kings,89,Box Score,,17317,
Wed Apr 7 1999,Denver Nuggets,87,Vancouver Grizzlies,84,Box Score,,17151,
Thu Apr 8 1999,Orlando Magic,73,Cleveland Cavaliers,69,Box Score,,14512,
Thu Apr 8 1999,San Antonio Spurs,92,Houston Rockets,83,Box Score,,16285,
Thu Apr 8 1999,Minnesota Timberwolves,91,Los Angeles Clippers,99,Box Score,,7205,
Thu Apr 8 1999,Portland Trail Blazers,86,Seattle SuperSonics,87,Box Score,,17072,
Thu Apr 8 1999,Boston Celtics,101,Toronto Raptors,89,Box Score,,16949,
Thu Apr 8 1999,Golden State Warriors,85,Utah Jazz,92,Box Score,,19506,
Fri Apr 9 1999,New York Knicks,86,Atlanta Hawks,78,Box Score,,21673,
Fri Apr 9 1999,Philadelphia 76ers,83,Boston Celtics,67,Box Score,,18624,
Fri Apr 9 1999,Washington Wizards,88,Charlotte Hornets,90,Box Score,,19038,
Fri Apr 9 1999,Detroit Pistons,102,Indiana Pacers,101,Box Score,,16720,
Fri Apr 9 1999,Minnesota Timberwolves,89,Los Angeles Lakers,96,Box Score,,17505,
Fri Apr 9 1999,Toronto Raptors,99,New Jersey Nets,106,Box Score,,15764,
Fri Apr 9 1999,Milwaukee Bucks,83,Orlando Magic,95,Box Score,,16854,
Fri Apr 9 1999,Phoenix Suns,92,Utah Jazz,93,Box Score,,19911,
Fri Apr 9 1999,Seattle SuperSonics,93,Vancouver Grizzlies,98,Box Score,,19193,
Sat Apr 10 1999,Miami Heat,82,Chicago Bulls,49,Box Score,,22508,
Sat Apr 10 1999,Atlanta Hawks,67,Cleveland Cavaliers,81,Box Score,,13859,
Sat Apr 10 1999,Golden State Warriors,91,Dallas Mavericks,90,Box Score,,14218,
Sat Apr 10 1999,Charlotte Hornets,92,Indiana Pacers,90,Box Score,,16702,
Sat Apr 10 1999,Portland Trail Blazers,97,Los Angeles Clippers,70,Box Score,,12853,at Anaheim CA
Sat Apr 10 1999,San Antonio Spurs,84,Phoenix Suns,110,Box Score,,19023,
Sat Apr 10 1999,Denver Nuggets,104,Sacramento Kings,110,Box Score,,17317,
Sun Apr 11 1999,Chicago Bulls,81,Boston Celtics,87,Box Score,,17169,
Sun Apr 11 1999,Seattle SuperSonics,113,Los Angeles Lakers,109,Box Score,,17505,
Sun Apr 11 1999,Milwaukee Bucks,92,Miami Heat,95,Box Score,,15200,
Sun Apr 11 1999,Detroit Pistons,79,Minnesota Timberwolves,88,Box Score,,19006,
Sun Apr 11 1999,New York Knicks,93,New Jersey Nets,78,Box Score,,20049,
Sun Apr 11 1999,Los Angeles Clippers,89,Portland Trail Blazers,83,Box Score,,18101,
Sun Apr 11 1999,Houston Rockets,76,Utah Jazz,85,Box Score,,19804,
